Time Bucket (America/New_York),Emporia Garage-EV (kWhs)
07/08/2023 00:00:00,0.0000
07/09/2023 00:00:00,0.0000
07/10/2023 00:00:00,7.0261
07/11/2023 00:00:00,52.6385
07/12/2023 00:00:00,0.0000
07/13/2023 00:00:00,5.4659
07/14/2023 00:00:00,30.3249
07/15/2023 00:00:00,0.0000
07/16/2023 00:00:00,31.6449
07/17/2023 00:00:00,2.7523
07/18/2023 00:00:00,43.1815
07/19/2023 00:00:00,0.0000
07/20/2023 00:00:00,0.0000
07/21/2023 00:00:00,0.0000
07/22/2023 00:00:00,33.1413
07/23/2023 00:00:00,20.0432
07/24/2023 00:00:00,0.0000
07/25/2023 00:00:00,32.8265
07/26/2023 00:00:00,0.0000
07/27/2023 00:00:00,37.0360
07/28/2023 00:00:00,0.0000
07/29/2023 00:00:00,0.0000
07/30/2023 00:00:00,0.0000
07/31/2023 00:00:00,32.6451
08/01/2023 00:00:00,29.9490
08/02/2023 00:00:00,22.8095
08/03/2023 00:00:00,11.1984
08/04/2023 00:00:00,0.0000
08/05/2023 00:00:00,43.2808
08/06/2023 00:00:00,0.0000
08/07/2023 00:00:00,0.0000
08/08/2023 00:00:00,0.0000
08/09/2023 00:00:00,43.8319
08/10/2023 00:00:00,0.0000
08/11/2023 00:00:00,0.0000
08/12/2023 00:00:00,0.0000
08/13/2023 00:00:00,0.0000
08/14/2023 00:00:00,0.0000
08/15/2023 00:00:00,0.0000
08/16/2023 00:00:00,0.0000
08/17/2023 00:00:00,0.0000
08/18/2023 00:00:00,0.0000
08/19/2023 00:00:00,0.0000
08/20/2023 00:00:00,0.0000
08/21/2023 00:00:00,0.0000
08/22/2023 00:00:00,0.0000
08/23/2023 00:00:00,0.0000
08/24/2023 00:00:00,0.0000
08/25/2023 00:00:00,29.8164
08/26/2023 00:00:00,13.1620
08/27/2023 00:00:00,0.0000
08/28/2023 00:00:00,0.0000
08/29/2023 00:00:00,41.8979
08/30/2023 00:00:00,0.0000
08/31/2023 00:00:00,0.0000
09/01/2023 00:00:00,0.0000
09/02/2023 00:00:00,29.6855
09/03/2023 00:00:00,0.0704
09/04/2023 00:00:00,38.4920
09/05/2023 00:00:00,0.0000
09/06/2023 00:00:00,0.0000
09/07/2023 00:00:00,0.0000
09/08/2023 00:00:00,24.0341
09/09/2023 00:00:00,25.3656
09/10/2023 00:00:00,0.0000
09/11/2023 00:00:00,29.4391
09/12/2023 00:00:00,16.8964
09/13/2023 00:00:00,0.0000
09/14/2023 00:00:00,29.9389
09/15/2023 00:00:00,13.0032
09/16/2023 00:00:00,0.0000
09/17/2023 00:00:00,0.0000
09/18/2023 00:00:00,27.9570
09/19/2023 00:00:00,21.1191
09/20/2023 00:00:00,0.0000
09/21/2023 00:00:00,0.0000
09/22/2023 00:00:00,0.0000
09/23/2023 00:00:00,0.0000
09/24/2023 00:00:00,0.0000
09/25/2023 00:00:00,0.0000
09/26/2023 00:00:00,37.0362
09/27/2023 00:00:00,0.0377
09/28/2023 00:00:00,0.0000
